,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MTMR10,2669.4930829127366,-0.6950855227811878,0.15948521495646906,-4.358306962629164,1.3107245965309974e-05,0.0015861952159019286
C1QB,1535.4117097936619,1.7409288184133302,0.39995501510962633,4.352811572911888,1.3440266135075722e-05,0.0016130540893683442
SERPINA3,3576.273236926875,2.833931955446677,0.6516433943372918,4.348899996644221,1.3682208137068628e-05,0.0016286313652992674
SERPINA5,71.20898926764606,2.1651929925974542,0.49843403196290015,4.343991087588128,1.399171939717994e-05,0.0016519329193971307
KIAA0040,99.96104060401055,1.702208100499042,0.3927032539549625,4.334591280708515,1.4603118533895582e-05,0.0017102136076550937
RAB7B,83.41347953428327,-1.3118330839250976,0.3038298764605056,-4.317656641300123,1.5769449073917607e-05,0.001829842857810833
MAN1C1,599.8374571846524,0.8196381944407145,0.18989981622188656,4.3161610724415675,1.587661479714674e-05,0.001829842857810833
ELOVL2,490.19694950612296,-0.7510675489753111,0.174166425737295,-4.3123555288904445,1.6152442477383882e-05,0.0018469745642249508
HRH1,116.22699157178835,1.5143131023978316,0.351636360973351,4.306474729195013,1.6587686960332215e-05,0.0018819249221714409
CEBPB,647.0313253022172,1.0927639919912826,0.25402934138387007,4.3017235175994095,1.694746983209383e-05,0.0019078384255943146
RBM47,102.01825237301821,0.8811163069042848,0.20586156765278096,4.280139886967299,1.867758784739259e-05,0.0020864302363064247
ABCC3,156.73128722625103,1.4204359574318122,0.33237764258389874,4.273560478946071,1.9237607246664074e-05,0.0021325842170691273
FOXN2,1002.0518233987882,-0.6559827532398823,0.15358231665146926,-4.271212777240046,1.94412803491601e-05,0.0021388354032613865
IGDCC4,160.15246767531292,0.7971315996370715,0.1872634578084261,4.256738655614015,2.0743059341696048e-05,0.0022648925395496993
PLSCR1,604.0161075129749,1.2479536511022944,0.29393477497135334,4.245682230773541,2.1792930511562162e-05,0.002361768185738102
DNASE2B,55.39691295763493,2.1666904857956615,0.51119638002674,4.238469931423077,2.2504831693928276e-05,0.002420853080438714
MOG,3879.214081850356,-0.8109703608214348,0.19141808638775848,-4.236644384682856,2.26885044642007e-05,0.002422665160508254
