,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RAD21,255.73013300858364,0.9016962486109863,0.27466179530001167,3.2829329161926877,0.00102733109736299,0.06971404618511666
FBXO2,4182.628362830558,-0.7114098981405867,0.2168235978481335,-3.2810538391622344,0.001034200009977427,0.06981653849738806
EXOC2,333.2304126367848,0.4910321555102079,0.14975920312038513,3.2788112201390907,0.0010424534630025586,0.07001095963639349
COMMD2,201.77367939288538,0.7368110259214802,0.2248436342570727,3.276993046105342,0.0010491895338236657,0.0701020022368643
TBC1D12,388.42854028978473,0.764002539076906,0.23365616196908762,3.2697726977899366,0.0010763393563924075,0.07154910956345244
NCAN,458.35990999627364,-0.8226785463843523,0.2521066835173048,-3.2632159326624235,0.0011015555414588102,0.07285364035363877
GXYLT1,53.96990995906275,0.8756513475342066,0.2690540201716188,3.2545558954133584,0.0011356980882000092,0.07473237571291878
ARHGEF12,539.5377073573295,0.4595532799060128,0.14189757683650414,3.2386266922338978,0.0012010666460573098,0.07526473955417125
HYAL2,206.81734783185811,1.0921142608529633,0.3370559499075198,3.240157193939504,0.0011946382158914222,0.07526473955417125
C9orf16,1366.5667007486245,-0.621494094560406,0.1915838072844196,-3.2439802891992557,0.0011787190270337621,0.07526473955417125
TIA1,175.97238044432072,1.4219947964557262,0.4390033794498625,3.2391431661362162,0.0011988937829114715,0.07526473955417125
PTCHD1,51.939548096612036,0.9836964822500317,0.30358541848723386,3.2402626158785597,0.001194196593772573,0.07526473955417125
MT1A,185.64990889954794,1.6529193349529583,0.509728891658169,3.2427420968349345,0.00118385321228789,0.07526473955417125
HINT3,309.53976009503776,0.8092470570460603,0.2498824768256097,3.2385106283816176,0.0012015554399622088,0.07526473955417125
NSD1,143.75238921189714,0.9079416578207946,0.27995883133987026,3.243125617703957,0.0011822607319830144,0.07526473955417125
CD276,247.37955436586864,-0.6978150471716719,0.21519243305041427,-3.242749000417645,0.0011838245292742008,0.07526473955417125
RHOA,3239.820327556964,-0.48367720210354537,0.1490004641171535,-3.2461456074609814,0.001169789920187845,0.07526473955417125
BVES,134.46584195571643,0.6028581965236123,0.18626088926266038,3.2366332991864812,0.0012094872347134808,0.07536906019461374
ZNF891,34.42837088169871,1.0214511535603017,0.31584487277000645,3.23402797266273,0.0012205750020004222,0.07536906019461374
PTPN12,764.8414609289546,0.5853104312242557,0.1809362009207455,3.2348995294791014,0.0012168554169185452,0.07536906019461374
KCTD6,105.74594661033481,0.7229036686568574,0.223810920470542,3.229974958938637,0.0012380106071409336,0.07608509528509068
CMC4,335.25775407368167,0.5313481411405078,0.16501939811448585,3.2199132175471474,0.0012822940848062974,0.0782278417531361
GPAT2,38.45005820654029,-1.4869171298093768,0.46187094137838575,-3.219334659530413,0.0012848843453197578,0.0782278417531361
AGO3,290.8525489487041,0.4842835362784469,0.1506238674576211,3.2151845816513966,0.0013036066954379276,0.07863283164287388
SULT1B1,52.096643022246944,1.8303606080689792,0.5690960942411533,3.216259304168353,0.0012987342640377578,0.07863283164287388
AMDHD2,207.102843239698,-0.7827680439717524,0.24376701602503195,-3.2111319108544674,0.0013221322937728081,0.07914441351865278
ABCE1,72.64607583683076,0.7731201242532465,0.24079676845084685,3.2106748326693646,0.0013242368675313767,0.07914441351865278
RET,71.49746718692012,-1.1999531626712674,0.374763332696953,-3.201895857942944,0.0013652634617847958,0.0794107930517594
LTBP3,2301.345344676862,-0.5381358857387752,0.1680097773080841,-3.203003386832546,0.0013600238159071985,0.0794107930517594
CD46,486.08203920442224,0.6025862898953316,0.18793060392963032,3.2064298059775673,0.0013439308872074721,0.0794107930517594
PODXL,406.5379476556283,1.37178670153702,0.4284129435466745,3.20201973866732,0.0013646764668072352,0.0794107930517594
ZNF225,27.796002550824042,1.117571387530033,0.348880300861948,3.203308942261708,0.0013585815215116672,0.0794107930517594
SLC25A6,824.2142018430762,-0.8833213605256306,0.27532177151958526,-3.20832368486629,0.0013351114366872442,0.0794107930517594
TMEM267,81.54885231450083,0.8358445057196305,0.26139979540961883,3.197571384514074,0.0013859010458759458,0.0802529098965231
EID2,72.82008312621836,0.8028124320843574,0.251858576784695,3.187552484149283,0.001434824155092781,0.08230675246529012
CERCAM,2466.0010334250305,-1.0085069906760478,0.3164989471237573,-3.1864465896049303,0.0014403207891692494,0.08230675246529012
NFIX,1884.713597318892,-0.5423754787219603,0.17008690716218125,-3.1888138115463205,0.0014285785795626297,0.08230675246529012
SLC23A2,1227.423730711819,-0.3985607932369344,0.12515161555077453,-3.184623638160201,0.0014494237986643534,0.08245349531283021
FXR1,378.0924688748348,0.5199728429752607,0.16333864797023506,3.183403618413779,0.0014555456229910929,0.08245349531283021
AP2B1,206.91434595641564,0.8286316235162566,0.26042732023865633,3.181815267142081,0.001463551372687199,0.08254809885169487
